day_of_week,hour,active_orders,occupied_tables,estimated_occupancy,kitchen_load,bar_load,avg_preparation_time,orders_last_30_min,order_age_minutes,item_count,traffic_level,recommended_waiters,recommended_kitchen_staff,recommended_bar_staff,delay_risk
1,8,3,3,26,3,2,24,3,29,6,SCAZUT,1,1,1,MEDIU
6,20,3,1,21,2,1,10,3,38,6,SCAZUT,1,1,1,MEDIU
6,17,3,3,17,3,1,14,2,1,4,SCAZUT,1,1,1,SCAZUT
3,12,10,12,84,10,4,15,18,28,5,RIDICAT,5,4,2,RIDICAT
3,20,15,9,78,13,17,15,19,9,2,RIDICAT,5,4,3,MEDIU
2,19,5,6,54,4,3,24,11,35,8,MEDIU,2,2,1,MEDIU
0,23,2,2,11,3,1,11,2,9,5,SCAZUT,1,1,1,SCAZUT
0,8,2,0,19,2,1,19,3,39,6,SCAZUT,1,1,1,MEDIU
2,19,7,7,37,10,5,24,12,2,2,MEDIU,2,3,1,MEDIU
1,20,8,8,58,7,8,14,9,5,7,MEDIU,4,2,2,MEDIU
2,20,3,3,49,4,1,26,5,12,7,MEDIU,2,2,1,SCAZUT
6,12,7,7,46,5,3,9,8,16,8,MEDIU,2,2,1,MEDIU
6,10,3,1,26,2,2,18,3,39,6,SCAZUT,1,1,1,MEDIU
6,23,2,2,21,2,2,26,1,33,5,SCAZUT,1,1,1,MEDIU
6,15,0,3,20,0,0,23,2,25,1,SCAZUT,1,1,1,SCAZUT
4,17,0,1,22,0,0,15,1,29,3,SCAZUT,1,1,1,SCAZUT
0,19,8,6,56,8,3,13,14,39,8,MEDIU,3,2,1,RIDICAT
5,10,0,3,17,0,0,8,3,21,6,SCAZUT,1,1,1,SCAZUT
0,17,3,3,17,2,2,15,4,18,4,SCAZUT,1,1,1,SCAZUT
4,13,4,7,50,4,1,10,14,5,1,MEDIU,2,2,1,SCAZUT
1,21,3,8,39,2,1,12,5,18,6,MEDIU,3,2,1,SCAZUT
5,19,0,1,14,0,0,10,2,2,1,SCAZUT,1,1,1,SCAZUT
6,14,3,3,8,4,2,24,2,4,5,SCAZUT,1,1,1,SCAZUT
1,10,7,5,40,6,6,30,13,18,1,MEDIU,2,2,1,MEDIU
3,18,8,6,58,13,5,28,10,25,7,MEDIU,3,3,1,RIDICAT
6,15,2,1,12,1,1,10,3,3,2,SCAZUT,1,1,1,SCAZUT
1,11,4,4,34,5,3,26,9,15,8,MEDIU,2,2,1,MEDIU
3,21,8,8,65,8,7,23,14,2,6,MEDIU,4,2,1,MEDIU
1,20,5,3,33,7,5,20,5,11,8,MEDIU,2,2,1,MEDIU
3,20,6,4,50,8,6,26,11,11,1,MEDIU,2,2,1,MEDIU
6,13,3,0,20,2,3,15,2,32,8,SCAZUT,1,1,1,MEDIU
2,14,6,3,30,8,6,19,10,21,1,MEDIU,2,2,1,MEDIU
0,23,1,1,15,1,0,24,5,17,7,SCAZUT,1,1,1,SCAZUT
4,14,8,3,59,10,6,22,14,2,5,MEDIU,3,3,1,MEDIU
2,8,7,8,34,10,5,22,12,38,4,MEDIU,3,3,1,MEDIU
2,15,5,5,32,7,4,20,8,16,1,MEDIU,2,2,1,MEDIU
4,15,1,3,12,0,0,10,3,17,7,SCAZUT,1,1,1,SCAZUT
0,17,3,1,22,3,3,15,5,24,6,SCAZUT,1,1,1,SCAZUT
1,14,8,6,35,11,9,8,10,6,3,MEDIU,3,3,2,MEDIU
5,16,2,2,18,3,1,13,1,23,2,SCAZUT,1,1,1,SCAZUT
6,17,0,0,9,0,0,15,0,4,5,SCAZUT,1,1,1,SCAZUT
1,11,5,3,62,6,2,29,13,39,5,MEDIU,2,2,1,MEDIU
6,10,0,2,10,0,0,16,3,1,2,SCAZUT,1,1,1,SCAZUT
0,13,5,4,63,4,5,28,13,22,1,MEDIU,2,2,1,MEDIU
2,20,9,11,90,8,8,23,15,37,2,RIDICAT,5,3,3,RIDICAT
5,15,3,3,15,3,3,9,5,28,4,SCAZUT,1,1,1,SCAZUT
0,19,2,2,18,3,2,22,5,5,3,SCAZUT,1,1,1,SCAZUT
6,11,1,3,20,1,0,18,4,7,1,SCAZUT,1,1,1,SCAZUT
6,18,2,3,14,3,0,17,0,8,5,SCAZUT,1,1,1,SCAZUT
6,20,2,2,18,3,1,23,0,19,5,SCAZUT,1,1,1,SCAZUT
3,8,2,2,10,1,1,24,5,38,2,SCAZUT,1,1,1,SCAZUT
2,11,5,5,50,4,2,10,6,14,1,MEDIU,2,2,1,SCAZUT
2,17,2,2,8,2,0,21,3,5,6,SCAZUT,1,1,1,SCAZUT
2,9,0,0,23,0,0,23,0,23,7,SCAZUT,1,1,1,SCAZUT
4,11,4,7,65,3,2,28,8,36,2,MEDIU,2,2,1,MEDIU
5,8,1,1,10,1,1,24,5,15,7,SCAZUT,1,1,1,SCAZUT
0,16,3,1,6,2,2,14,3,33,5,SCAZUT,1,1,1,SCAZUT
2,12,14,11,83,14,15,11,16,26,5,RIDICAT,5,4,3,RIDICAT
5,23,0,3,23,0,0,26,1,11,2,SCAZUT,1,1,1,SCAZUT
5,15,0,1,12,0,0,20,5,8,4,SCAZUT,1,1,1,SCAZUT
2,11,8,4,37,9,5,22,5,9,3,MEDIU,3,2,1,MEDIU
5,11,2,3,17,2,1,29,5,12,3,SCAZUT,1,1,1,SCAZUT
1,20,4,8,45,4,2,9,12,16,1,MEDIU,3,2,1,SCAZUT
3,22,3,3,59,3,2,17,13,9,5,MEDIU,2,2,1,SCAZUT
2,13,8,10,98,10,5,28,13,14,8,RIDICAT,5,4,2,RIDICAT
1,16,6,5,40,5,6,8,12,15,8,MEDIU,2,2,1,MEDIU
3,15,3,5,53,3,1,29,13,33,5,MEDIU,2,2,1,MEDIU
5,20,0,0,12,0,0,29,2,35,3,SCAZUT,1,1,1,MEDIU
5,23,1,0,15,1,0,18,5,0,8,SCAZUT,1,1,1,SCAZUT
1,13,8,5,57,11,4,14,9,40,7,MEDIU,3,3,1,RIDICAT
5,19,3,3,24,4,1,18,1,22,8,SCAZUT,1,1,1,SCAZUT
6,15,3,1,18,2,1,26,4,8,4,SCAZUT,1,1,1,SCAZUT
3,9,3,3,22,2,2,25,5,28,3,SCAZUT,1,1,1,MEDIU
1,14,5,3,32,4,4,11,9,17,8,MEDIU,2,2,1,MEDIU
1,10,1,0,7,1,0,28,2,15,1,SCAZUT,1,1,1,SCAZUT
3,16,8,8,30,12,4,21,12,21,2,MEDIU,4,3,1,MEDIU
0,15,0,3,27,0,0,25,2,10,1,SCAZUT,1,1,1,SCAZUT
5,11,2,1,10,2,0,13,1,12,4,SCAZUT,1,1,1,SCAZUT
1,12,6,3,58,8,2,14,8,23,5,MEDIU,2,2,1,MEDIU
6,21,0,1,20,0,0,25,3,11,7,SCAZUT,1,1,1,SCAZUT
0,10,1,0,9,0,0,13,3,17,6,SCAZUT,1,1,1,SCAZUT
3,13,6,6,41,9,4,18,14,16,4,MEDIU,2,2,1,MEDIU
5,8,3,2,17,3,1,26,4,7,3,SCAZUT,1,1,1,SCAZUT
0,15,3,3,25,4,3,9,4,33,3,SCAZUT,1,1,1,SCAZUT
4,15,1,0,21,1,0,25,4,35,2,SCAZUT,1,1,1,MEDIU
2,10,5,5,65,7,2,23,7,13,3,MEDIU,2,2,1,SCAZUT
6,15,1,3,7,1,0,18,3,29,3,SCAZUT,1,1,1,SCAZUT
5,16,0,0,29,0,0,30,0,1,1,SCAZUT,1,1,1,SCAZUT
0,18,8,8,35,11,6,11,6,28,6,MEDIU,4,3,1,RIDICAT
0,8,2,2,17,1,2,28,5,18,5,SCAZUT,1,1,1,SCAZUT
2,13,7,4,64,7,5,10,12,9,3,MEDIU,2,2,1,SCAZUT
6,17,2,3,20,2,1,9,0,38,1,SCAZUT,1,1,1,SCAZUT
0,16,3,2,25,2,2,16,2,33,3,SCAZUT,1,1,1,SCAZUT
3,20,4,6,39,5,4,19,9,3,6,MEDIU,2,2,1,MEDIU
2,13,8,11,67,9,5,15,22,26,8,RIDICAT,5,3,2,RIDICAT
4,19,1,1,7,1,0,11,0,25,5,SCAZUT,1,1,1,SCAZUT
6,11,2,2,25,2,1,15,1,33,4,SCAZUT,1,1,1,SCAZUT
3,14,6,5,45,8,3,20,7,39,5,MEDIU,2,2,1,MEDIU
5,13,3,2,10,3,2,30,0,8,6,SCAZUT,1,1,1,SCAZUT
5,21,0,2,29,0,0,20,2,18,7,SCAZUT,1,1,1,SCAZUT
1,19,5,3,41,7,4,19,11,21,3,MEDIU,2,2,1,MEDIU
2,14,8,3,60,8,8,17,11,32,1,MEDIU,3,2,2,RIDICAT
6,15,2,1,22,2,1,16,5,21,3,SCAZUT,1,1,1,SCAZUT
3,9,0,2,26,0,0,15,5,13,4,SCAZUT,1,1,1,SCAZUT
1,19,7,5,50,8,4,12,6,6,2,MEDIU,2,2,1,SCAZUT
0,22,8,3,64,10,4,26,5,5,4,MEDIU,3,3,1,MEDIU
3,14,6,8,50,5,4,9,8,4,2,MEDIU,3,2,1,SCAZUT
6,23,3,0,19,4,3,24,4,0,1,SCAZUT,1,1,1,SCAZUT
1,14,3,7,36,4,1,12,10,38,1,MEDIU,2,2,1,SCAZUT
1,20,6,8,61,8,6,27,9,7,7,MEDIU,3,2,1,MEDIU
0,14,5,7,52,7,2,27,7,4,2,MEDIU,2,2,1,MEDIU
6,17,2,1,12,2,1,8,3,37,3,SCAZUT,1,1,1,SCAZUT
6,21,1,1,11,1,0,15,4,28,5,SCAZUT,1,1,1,SCAZUT
2,18,9,7,81,12,9,17,12,8,7,RIDICAT,4,4,3,RIDICAT
5,9,0,2,12,0,0,9,3,33,2,SCAZUT,1,1,1,SCAZUT
0,12,3,3,42,3,1,20,5,25,2,MEDIU,2,2,1,SCAZUT
6,8,1,3,7,1,0,13,2,13,5,SCAZUT,1,1,1,SCAZUT
2,19,6,7,65,7,2,28,7,31,7,MEDIU,2,2,1,RIDICAT
6,12,2,2,28,1,1,25,0,0,8,SCAZUT,1,1,1,SCAZUT
6,14,2,1,20,3,1,24,5,8,7,SCAZUT,1,1,1,SCAZUT
0,14,8,5,37,7,5,30,5,1,1,MEDIU,3,2,1,MEDIU
4,19,2,2,23,3,1,22,1,16,3,SCAZUT,1,1,1,SCAZUT
3,21,12,11,94,19,7,25,13,23,7,RIDICAT,5,4,2,RIDICAT
5,15,2,0,14,2,2,26,0,39,4,SCAZUT,1,1,1,MEDIU
1,14,4,4,48,5,2,26,7,35,1,MEDIU,2,2,1,MEDIU
3,8,4,6,37,5,4,8,12,28,3,MEDIU,2,2,1,MEDIU
5,14,1,1,15,1,1,28,5,15,3,SCAZUT,1,1,1,SCAZUT
5,8,0,2,18,0,0,30,5,36,7,SCAZUT,1,1,1,MEDIU
2,8,3,2,22,2,2,10,5,35,7,SCAZUT,1,1,1,MEDIU
4,20,6,8,34,4,4,21,8,6,3,MEDIU,3,2,1,SCAZUT
6,14,2,0,13,2,1,12,1,15,5,SCAZUT,1,1,1,SCAZUT
6,16,0,1,20,0,0,24,1,27,7,SCAZUT,1,1,1,MEDIU
3,10,0,3,21,0,0,27,1,21,1,SCAZUT,1,1,1,SCAZUT
0,10,7,3,47,7,6,18,6,3,8,MEDIU,2,2,1,MEDIU
3,13,7,6,56,5,4,28,7,17,5,MEDIU,2,2,1,MEDIU
0,23,3,2,17,2,3,12,1,25,7,SCAZUT,1,1,1,MEDIU
5,12,2,0,22,2,1,28,0,30,7,SCAZUT,1,1,1,MEDIU
0,13,5,3,55,7,3,14,13,12,4,MEDIU,2,2,1,SCAZUT
3,15,1,2,16,1,0,20,5,6,8,SCAZUT,1,1,1,SCAZUT
4,10,0,1,10,0,0,8,5,24,2,SCAZUT,1,1,1,SCAZUT
1,21,7,8,50,8,5,19,7,24,2,MEDIU,3,2,1,MEDIU
1,14,3,8,64,3,2,13,9,37,6,MEDIU,3,2,1,MEDIU
0,12,5,7,32,5,3,9,6,15,8,MEDIU,2,2,1,MEDIU
1,16,3,3,22,4,3,23,0,32,3,SCAZUT,1,1,1,SCAZUT
1,10,1,0,20,1,0,28,4,12,5,SCAZUT,1,1,1,SCAZUT
4,21,2,3,30,2,1,21,5,14,4,SCAZUT,1,1,1,SCAZUT
0,13,6,3,51,7,4,8,8,31,7,MEDIU,2,2,1,MEDIU
3,11,15,12,68,23,11,20,18,33,3,RIDICAT,5,4,3,RIDICAT
6,8,0,3,22,0,0,13,1,14,6,SCAZUT,1,1,1,SCAZUT
2,13,6,8,53,8,4,22,5,6,5,MEDIU,3,2,1,SCAZUT
3,12,7,8,41,11,3,26,6,25,8,MEDIU,3,3,1,RIDICAT
6,9,1,3,24,1,1,8,4,10,3,SCAZUT,1,1,1,SCAZUT
0,18,1,3,28,1,0,17,4,8,5,SCAZUT,1,1,1,SCAZUT
4,18,0,2,16,0,0,9,3,28,2,SCAZUT,1,1,1,SCAZUT
2,13,7,6,58,8,5,29,11,11,1,MEDIU,2,2,1,MEDIU
4,22,3,0,24,4,2,22,0,31,8,SCAZUT,1,1,1,MEDIU
3,12,15,12,74,23,9,26,25,12,8,RIDICAT,5,4,3,RIDICAT
5,9,0,3,25,0,0,19,1,3,5,SCAZUT,1,1,1,SCAZUT
0,19,6,8,51,7,2,11,12,10,5,MEDIU,3,2,1,SCAZUT
4,13,5,5,46,8,3,26,7,25,4,MEDIU,2,2,1,MEDIU
1,19,4,8,45,5,3,16,7,25,4,MEDIU,3,2,1,MEDIU
6,14,2,3,10,1,1,18,2,11,6,SCAZUT,1,1,1,SCAZUT
5,23,2,3,10,1,2,15,4,14,6,SCAZUT,1,1,1,SCAZUT
4,19,1,0,22,1,0,28,5,31,5,SCAZUT,1,1,1,MEDIU
3,18,7,5,61,10,4,14,9,19,2,MEDIU,2,3,1,MEDIU
5,10,3,3,10,2,3,18,0,37,4,SCAZUT,1,1,1,SCAZUT
2,9,2,1,17,1,1,11,2,20,6,SCAZUT,1,1,1,SCAZUT
1,11,8,4,53,12,8,23,14,33,2,MEDIU,3,3,2,RIDICAT
1,21,5,3,31,5,5,30,14,6,5,MEDIU,2,2,1,MEDIU
6,10,2,1,19,2,2,11,3,37,8,SCAZUT,1,1,1,MEDIU
4,9,3,0,13,2,3,24,2,35,6,SCAZUT,1,1,1,MEDIU
3,13,5,7,57,4,3,26,11,32,7,MEDIU,2,2,1,MEDIU
6,22,2,2,10,2,1,18,1,17,6,SCAZUT,1,1,1,SCAZUT
5,21,2,2,10,1,2,11,4,5,7,SCAZUT,1,1,1,SCAZUT
2,8,0,0,6,0,0,15,1,37,4,SCAZUT,1,1,1,SCAZUT
0,15,0,2,15,0,0,23,0,2,4,SCAZUT,1,1,1,SCAZUT
5,21,0,2,14,0,0,20,2,24,8,SCAZUT,1,1,1,SCAZUT
1,23,3,3,25,4,1,21,3,9,1,SCAZUT,1,1,1,SCAZUT
1,19,5,5,43,6,5,13,6,34,2,MEDIU,2,2,1,MEDIU
5,12,0,1,11,0,0,8,4,40,5,SCAZUT,1,1,1,SCAZUT
4,10,3,0,7,3,1,13,4,13,8,SCAZUT,1,1,1,SCAZUT
2,8,3,3,21,2,2,13,5,22,8,SCAZUT,1,1,1,SCAZUT
3,18,8,5,65,9,5,26,9,2,6,MEDIU,3,2,1,MEDIU
1,10,6,8,65,8,4,25,8,11,8,MEDIU,3,2,1,MEDIU
0,23,0,3,26,0,0,14,1,36,3,SCAZUT,1,1,1,SCAZUT
6,8,1,1,9,1,1,14,4,26,3,SCAZUT,1,1,1,SCAZUT
0,21,8,7,34,8,6,15,9,10,6,MEDIU,3,2,1,MEDIU
5,19,1,2,22,1,0,28,2,29,8,SCAZUT,1,1,1,MEDIU
1,13,5,4,31,5,5,26,14,31,2,MEDIU,2,2,1,MEDIU
1,22,3,4,41,2,1,15,12,38,8,MEDIU,2,2,1,MEDIU
6,23,1,3,27,0,1,24,2,15,3,SCAZUT,1,1,1,SCAZUT
1,8,1,2,17,1,1,25,5,12,3,SCAZUT,1,1,1,SCAZUT
0,9,3,3,21,3,2,19,4,13,6,SCAZUT,1,1,1,SCAZUT
5,19,1,3,6,0,0,17,0,15,7,SCAZUT,1,1,1,SCAZUT
5,10,0,3,7,0,0,14,2,36,2,SCAZUT,1,1,1,SCAZUT
0,12,8,7,52,7,4,16,5,32,4,MEDIU,3,2,1,MEDIU
0,14,7,6,60,6,6,10,6,38,2,MEDIU,2,2,1,MEDIU
1,20,1,1,8,0,1,30,1,29,7,SCAZUT,1,1,1,MEDIU
3,12,3,7,35,2,2,12,6,11,1,MEDIU,2,2,1,SCAZUT
0,9,1,2,26,1,1,15,5,12,4,SCAZUT,1,1,1,SCAZUT
0,17,3,3,15,3,2,22,1,19,2,SCAZUT,1,1,1,SCAZUT
1,17,0,0,14,0,0,28,0,33,3,SCAZUT,1,1,1,MEDIU
2,8,1,1,24,1,0,26,2,12,6,SCAZUT,1,1,1,SCAZUT
2,20,8,8,30,11,6,19,8,8,8,MEDIU,4,3,1,MEDIU
6,8,1,3,8,1,0,19,1,35,6,SCAZUT,1,1,1,MEDIU
4,19,5,4,43,5,2,12,5,1,3,MEDIU,2,2,1,SCAZUT
3,9,3,5,40,3,2,9,12,10,1,MEDIU,2,2,1,SCAZUT
3,10,6,7,31,6,3,17,11,33,2,MEDIU,2,2,1,MEDIU
2,18,4,8,30,5,4,9,8,15,1,MEDIU,3,2,1,MEDIU
0,8,3,3,23,3,2,17,5,39,2,SCAZUT,1,1,1,SCAZUT
2,22,5,5,57,8,3,11,7,8,5,MEDIU,2,2,1,SCAZUT
3,21,3,3,65,4,3,24,5,7,1,MEDIU,2,2,1,SCAZUT
1,8,1,0,19,1,1,23,3,10,7,SCAZUT,1,1,1,SCAZUT
4,9,0,2,19,0,0,11,0,21,1,SCAZUT,1,1,1,SCAZUT
3,10,7,3,56,6,3,30,12,14,6,MEDIU,2,2,1,MEDIU
0,9,2,2,20,1,1,11,2,12,1,SCAZUT,1,1,1,SCAZUT
0,21,5,7,63,6,4,27,10,16,8,MEDIU,2,2,1,MEDIU
0,14,7,3,51,11,7,14,8,38,7,MEDIU,2,3,1,RIDICAT
1,22,3,3,18,2,2,24,1,15,3,SCAZUT,1,1,1,SCAZUT
5,23,0,0,13,0,0,18,3,40,1,SCAZUT,1,1,1,SCAZUT
6,10,0,3,23,0,0,16,3,2,1,SCAZUT,1,1,1,SCAZUT
5,16,0,2,23,0,0,30,0,4,6,SCAZUT,1,1,1,SCAZUT
6,13,2,0,30,2,2,23,4,25,8,SCAZUT,1,1,1,MEDIU
5,15,1,3,23,1,1,20,3,38,5,SCAZUT,1,1,1,SCAZUT
0,21,3,4,43,3,1,23,12,36,5,MEDIU,2,2,1,SCAZUT
1,15,2,3,10,2,2,29,1,37,5,SCAZUT,1,1,1,MEDIU
4,11,3,3,46,4,3,29,7,8,1,MEDIU,2,2,1,SCAZUT
1,22,3,1,8,3,3,29,0,1,5,SCAZUT,1,1,1,SCAZUT
0,10,2,3,9,1,1,8,0,34,5,SCAZUT,1,1,1,SCAZUT
5,8,3,2,14,2,3,22,4,22,4,SCAZUT,1,1,1,SCAZUT
4,22,3,0,22,2,1,25,1,2,7,SCAZUT,1,1,1,SCAZUT
3,18,9,8,77,11,5,20,18,5,2,RIDICAT,5,4,2,MEDIU
1,23,1,3,22,0,0,20,4,37,8,SCAZUT,1,1,1,MEDIU
5,9,0,2,12,0,0,10,5,37,7,SCAZUT,1,1,1,MEDIU
0,19,3,6,65,2,1,30,8,35,4,MEDIU,2,2,1,MEDIU
2,20,3,6,55,3,1,27,7,26,5,MEDIU,2,2,1,MEDIU
6,20,1,2,24,0,0,17,3,9,2,SCAZUT,1,1,1,SCAZUT
3,8,2,0,17,1,2,26,1,15,7,SCAZUT,1,1,1,MEDIU
2,12,7,7,44,8,5,24,9,14,1,MEDIU,2,2,1,SCAZUT
3,12,14,10,74,17,12,10,24,27,1,RIDICAT,5,4,3,RIDICAT
4,10,2,0,11,2,2,15,0,22,3,SCAZUT,1,1,1,SCAZUT
6,14,3,4,43,4,3,18,12,11,4,MEDIU,2,2,1,SCAZUT
0,16,0,3,15,0,0,16,5,19,8,SCAZUT,1,1,1,SCAZUT
1,16,0,3,15,0,0,17,5,17,1,SCAZUT,1,1,1,SCAZUT
6,21,0,3,29,0,0,10,5,33,3,SCAZUT,1,1,1,SCAZUT
5,16,0,3,19,0,0,22,4,17,7,SCAZUT,1,1,1,SCAZUT
4,11,5,7,41,6,5,25,11,27,4,MEDIU,2,2,1,MEDIU
5,20,2,3,23,2,2,18,2,21,5,SCAZUT,1,1,1,SCAZUT
2,9,0,1,28,0,0,29,4,30,6,SCAZUT,1,1,1,MEDIU
1,20,2,0,7,1,1,9,3,14,7,SCAZUT,1,1,1,SCAZUT
1,21,4,6,38,5,2,19,6,38,1,MEDIU,2,2,1,MEDIU
3,23,0,0,24,0,0,12,5,19,5,SCAZUT,1,1,1,SCAZUT
1,9,3,3,26,4,2,25,2,39,7,SCAZUT,1,1,1,MEDIU
3,23,3,5,57,2,3,17,9,20,7,MEDIU,2,2,1,SCAZUT
6,19,3,2,22,3,3,17,0,20,4,SCAZUT,1,1,1,SCAZUT
1,8,1,1,30,1,0,20,2,8,3,SCAZUT,1,1,1,SCAZUT
6,21,2,0,8,2,1,19,3,14,1,SCAZUT,1,1,1,SCAZUT
0,21,4,3,41,4,4,22,7,27,8,MEDIU,2,2,1,MEDIU
5,23,3,1,29,4,2,11,2,5,3,SCAZUT,1,1,1,SCAZUT
2,11,5,7,46,7,4,9,13,0,1,MEDIU,2,2,1,SCAZUT
0,23,3,3,22,2,1,26,1,38,6,SCAZUT,1,1,1,MEDIU
3,8,3,1,27,4,3,28,3,27,2,SCAZUT,1,1,1,MEDIU
1,11,3,4,63,3,3,23,9,21,4,MEDIU,2,2,1,SCAZUT
3,19,8,10,100,13,7,19,17,16,3,RIDICAT,5,4,2,MEDIU
2,12,8,7,44,8,4,16,13,3,1,MEDIU,3,2,1,MEDIU
5,21,2,2,14,2,1,14,5,4,2,SCAZUT,1,1,1,SCAZUT
1,14,8,6,48,10,7,23,13,39,2,MEDIU,3,3,1,RIDICAT
3,22,4,4,48,4,1,25,7,34,7,MEDIU,2,2,1,MEDIU
5,13,3,2,27,4,1,10,0,38,7,SCAZUT,1,1,1,MEDIU
1,9,2,1,6,2,2,15,3,20,3,SCAZUT,1,1,1,SCAZUT
2,15,4,5,30,6,4,28,5,6,2,MEDIU,2,2,1,MEDIU
5,20,3,2,21,4,2,13,0,17,5,SCAZUT,1,1,1,SCAZUT
2,19,5,6,33,4,4,19,13,4,8,MEDIU,2,2,1,SCAZUT
4,14,8,7,36,11,7,29,5,20,4,MEDIU,3,3,1,RIDICAT
5,11,3,2,22,3,2,26,5,27,3,SCAZUT,1,1,1,MEDIU
6,9,2,3,23,1,1,16,5,28,3,SCAZUT,1,1,1,SCAZUT
2,20,3,3,64,4,1,12,11,13,4,MEDIU,2,2,1,SCAZUT
4,22,1,1,23,0,0,28,0,35,8,SCAZUT,1,1,1,MEDIU
0,20,7,4,41,11,7,30,13,36,4,MEDIU,2,3,1,RIDICAT
1,12,3,3,30,3,3,8,7,4,7,MEDIU,2,2,1,SCAZUT
3,21,9,7,66,14,7,25,20,30,7,RIDICAT,4,4,2,RIDICAT
0,8,2,1,16,3,1,15,3,35,5,SCAZUT,1,1,1,SCAZUT
2,15,0,3,13,0,0,25,3,8,4,SCAZUT,1,1,1,SCAZUT
2,17,7,5,36,5,6,8,5,29,7,MEDIU,2,2,1,MEDIU
1,8,2,2,28,2,2,18,4,1,1,SCAZUT,1,1,1,SCAZUT
3,21,14,9,70,11,12,19,13,19,2,RIDICAT,5,4,3,RIDICAT
5,10,2,0,30,2,0,27,3,37,5,SCAZUT,1,1,1,MEDIU
6,23,0,2,29,0,0,25,4,12,5,SCAZUT,1,1,1,SCAZUT
4,12,7,8,55,8,5,8,7,33,4,MEDIU,3,2,1,MEDIU
4,21,3,3,30,2,1,26,4,27,3,SCAZUT,1,1,1,MEDIU
2,22,3,3,5,4,1,10,5,8,7,SCAZUT,1,1,1,SCAZUT
5,19,1,3,5,1,0,8,2,36,6,SCAZUT,1,1,1,MEDIU
1,10,5,5,62,8,2,23,10,29,5,MEDIU,2,2,1,MEDIU
5,10,3,2,17,2,1,25,4,35,3,SCAZUT,1,1,1,MEDIU
2,10,4,6,47,3,3,23,7,21,2,MEDIU,2,2,1,SCAZUT
3,9,2,2,9,3,1,17,0,23,8,SCAZUT,1,1,1,SCAZUT
6,9,3,1,5,2,3,19,4,31,1,SCAZUT,1,1,1,SCAZUT
5,8,0,3,12,0,0,9,5,29,3,SCAZUT,1,1,1,SCAZUT
1,12,6,4,62,9,5,16,7,0,1,MEDIU,2,2,1,SCAZUT
0,23,1,2,27,1,0,21,3,4,7,SCAZUT,1,1,1,SCAZUT
4,19,3,0,6,4,2,9,2,5,2,SCAZUT,1,1,1,SCAZUT
4,19,1,3,30,1,0,18,0,11,7,SCAZUT,1,1,1,SCAZUT
0,9,1,3,6,0,0,22,4,4,7,SCAZUT,1,1,1,SCAZUT
4,18,0,3,13,0,0,24,5,36,5,SCAZUT,1,1,1,SCAZUT
4,18,4,8,39,5,2,25,14,36,4,MEDIU,3,2,1,MEDIU
6,21,1,2,13,1,0,10,3,39,3,SCAZUT,1,1,1,SCAZUT
3,14,9,8,69,9,3,19,12,35,7,RIDICAT,5,3,2,RIDICAT
1,13,6,5,43,7,4,15,10,21,3,MEDIU,2,2,1,MEDIU
3,9,5,7,57,7,3,26,5,35,4,MEDIU,2,2,1,MEDIU
5,16,1,2,10,1,0,28,2,19,7,SCAZUT,1,1,1,MEDIU
1,9,2,0,19,3,1,20,3,23,8,SCAZUT,1,1,1,SCAZUT
4,18,3,5,55,2,1,8,7,38,1,MEDIU,2,2,1,SCAZUT
4,18,3,3,61,4,2,27,9,6,4,MEDIU,2,2,1,SCAZUT
0,10,3,3,8,5,1,18,4,18,8,SCAZUT,1,1,1,MEDIU
5,20,1,1,25,1,0,15,0,20,5,SCAZUT,1,1,1,SCAZUT
5,10,0,0,26,0,0,26,1,22,1,SCAZUT,1,1,1,SCAZUT
0,13,8,3,35,7,4,13,10,22,5,MEDIU,3,2,1,MEDIU
3,18,6,5,32,5,4,14,12,8,8,MEDIU,2,2,1,MEDIU
4,9,2,0,12,2,0,8,5,25,5,SCAZUT,1,1,1,SCAZUT
5,14,0,1,27,0,0,12,4,2,4,SCAZUT,1,1,1,SCAZUT
3,9,0,0,22,0,0,15,2,21,3,SCAZUT,1,1,1,SCAZUT
4,19,4,5,51,3,2,9,7,3,7,MEDIU,2,2,1,SCAZUT
3,8,3,3,22,2,2,22,0,30,5,SCAZUT,1,1,1,SCAZUT
0,15,7,5,38,9,5,17,8,19,6,MEDIU,2,2,1,MEDIU
6,15,0,3,20,0,0,13,3,21,6,SCAZUT,1,1,1,SCAZUT
0,14,8,5,30,9,9,18,6,16,3,MEDIU,3,2,2,MEDIU
3,13,9,10,99,8,4,13,16,36,3,RIDICAT,5,3,2,MEDIU
1,15,2,0,7,2,0,9,0,26,1,SCAZUT,1,1,1,SCAZUT
2,15,3,2,12,2,3,10,0,24,7,SCAZUT,1,1,1,SCAZUT
3,15,7,3,48,11,7,22,10,21,8,MEDIU,2,3,1,MEDIU
2,13,4,7,57,3,1,15,9,26,3,MEDIU,2,2,1,MEDIU
6,8,3,2,16,2,1,22,4,1,3,SCAZUT,1,1,1,SCAZUT
0,22,0,2,10,0,0,13,1,12,7,SCAZUT,1,1,1,SCAZUT
5,13,1,0,16,1,0,23,4,0,6,SCAZUT,1,1,1,SCAZUT
4,11,3,3,62,2,2,25,11,35,2,MEDIU,2,2,1,MEDIU
5,18,3,1,27,2,2,9,5,3,6,SCAZUT,1,1,1,SCAZUT
